"Year","EnGHG","StockScen","CharScen","RenScen","ElecScen","EmGHG","RenGHG","TotGHG","Housing_Scenario","New House Chars","StockScenario","UniqScen","ElecRen","Elec_Ren Scen","DiffGHG","Strategy"
2025,743.625676474028,"1","A","AR","CFE",87.2382868065231,8.62015276651623,839.484116047067,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",9.61007685840377,"4. Ext. Renovation & Electrification"
2026,703.807189700296,"1","A","AR","CFE",85.9976070522843,8.13001873351458,797.934815486095,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",15.4824952374561,"4. Ext. Renovation & Electrification"
2027,657.783770707636,"1","A","AR","CFE",84.6086097485034,7.94434072692191,750.336721183062,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",22.4558255015945,"4. Ext. Renovation & Electrification"
2028,606.421904249885,"1","A","AR","CFE",83.1474092986938,8.06076570887236,697.630079257451,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",30.6298614438925,"4. Ext. Renovation & Electrification"
2029,550.588075080879,"1","A","AR","CFE",81.5663308390196,8.12259686519127,640.27700278509,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",40.1575929693694,"4. Ext. Renovation & Electrification"
2030,491.148767954455,"1","A","AR","CFE",80.0335493211204,8.07827626313619,579.260593538711,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",50.6720031454302,"4. Ext. Renovation & Electrification"
2031,429.448240881292,"1","A","AR","CFE",78.5801707989202,7.53088168017487,515.559293360387,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",62.5708804553959,"4. Ext. Renovation & Electrification"
2032,368.741844899432,"1","A","AR","CFE",77.1555866149206,7.61938778073133,453.516819295084,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",74.9662584234187,"4. Ext. Renovation & Electrification"
2033,312.76270430376,"1","A","AR","CFE",75.7364490223684,7.44246174871394,395.941615074842,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",86.7055886073373,"4. Ext. Renovation & Electrification"
2034,265.243943389159,"1","A","AR","CFE",74.416886128173,7.53804415311103,347.198873670443,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",97.5470753131322,"4. Ext. Renovation & Electrification"
2035,229.918686450515,"1","A","AR","CFE",73.1072321543898,7.62399707223631,310.649915677142,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",106.621000469692,"4. Ext. Renovation & Electrification"
2036,224.534822193483,"1","A","AR","CFE",71.8635784675221,6.87664653159913,303.275047192604,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",110.733458936566,"4. Ext. Renovation & Electrification"
2037,219.495775918919,"1","A","AR","CFE",70.6680854745326,6.89418400075099,297.058045394203,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",114.368738020841,"4. Ext. Renovation & Electrification"
2038,214.744911886718,"1","A","AR","CFE",69.4689886874411,6.88372523080642,291.097625804965,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",117.331890053593,"4. Ext. Renovation & Electrification"
2039,210.225594356773,"1","A","AR","CFE",68.4384202976019,6.99537574940744,285.659390403782,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",119.766459737757,"4. Ext. Renovation & Electrification"
2040,205.881187588977,"1","A","AR","CFE",67.4991129258941,6.97270815296583,280.353008667837,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",121.188235555385,"4. Ext. Renovation & Electrification"
2041,201.67088198401,"1","A","AR","CFE",66.6795658064305,6.33566843736591,274.686116227806,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",121.723174011926,"4. Ext. Renovation & Electrification"
2042,197.617172505689,"1","A","AR","CFE",66.0141610814717,6.37373795356421,270.005071540725,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",121.810799620366,"4. Ext. Renovation & Electrification"
2043,193.758380258616,"1","A","AR","CFE",65.4480873496957,6.41648867390741,265.622956282219,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",121.129687932558,"4. Ext. Renovation & Electrification"
2044,190.132826347395,"1","A","AR","CFE",64.9931183089035,6.33586611652928,261.461810772828,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",119.947188771502,"4. Ext. Renovation & Electrification"
2045,186.778831876628,"1","A","AR","CFE",64.6806484593056,6.27065532325605,257.730135659189,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",118.631211972564,"4. Ext. Renovation & Electrification"
2046,183.718045397818,"1","A","AR","CFE",64.3686658115576,5.63426532717944,253.720976536555,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",116.915184044347,"4. Ext. Renovation & Electrification"
2047,180.905425250078,"1","A","AR","CFE",64.0976105735109,5.70163369559798,250.704669519187,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",115.220654384799,"4. Ext. Renovation & Electrification"
2048,178.279257219417,"1","A","AR","CFE",63.8740748118167,5.66699118057569,247.82032321181,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",113.278918897146,"4. Ext. Renovation & Electrification"
2049,175.777827091849,"1","A","AR","CFE",63.6757381844097,5.71261717813034,245.166182454389,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",111.324067367611,"4. Ext. Renovation & Electrification"
2050,173.339420653385,"1","A","AR","CFE",63.5048088205094,5.75434161846286,242.598571092358,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",109.26166628643,"4. Ext. Renovation & Electrification"
2051,170.916406624854,"1","A","AR","CFE",63.3388511844013,5.19705041138896,239.452308220645,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",107.180610743572,"4. Ext. Renovation & Electrification"
2052,168.517485466353,"1","A","AR","CFE",63.198148972934,5.0620527731529,236.777687212439,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",104.770728537499,"4. Ext. Renovation & Electrification"
2053,166.165440572793,"1","A","AR","CFE",63.0456101160477,5.05482082500353,234.265871513844,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",102.581380080829,"4. Ext. Renovation & Electrification"
2054,163.883055339089,"1","A","AR","CFE",62.9359640874558,4.97998706943871,231.799006495984,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",100.388596923891,"4. Ext. Renovation & Electrification"
2055,161.693113160154,"1","A","AR","CFE",62.8249622613938,5.05412777986356,229.572203201411,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",98.2002419163128,"4. Ext. Renovation & Electrification"
2056,159.615580843937,"1","A","AR","CFE",62.7248692565005,4.46085491888604,226.801305019323,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",96.0143097880601,"4. Ext. Renovation & Electrification"
2057,157.659158850535,"1","A","AR","CFE",62.6175299012421,4.50346678053389,224.780155532311,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",93.9224006215467,"4. Ext. Renovation & Electrification"
2058,155.82973105308,"1","A","AR","CFE",62.5304241485422,4.42052139712797,222.78067659875,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",91.7177111784134,"4. Ext. Renovation & Electrification"
2059,154.133181324706,"1","A","AR","CFE",62.5270916960586,4.35121485885434,221.011487879619,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",89.787352420238,"4. Ext. Renovation & Electrification"
2060,152.575393538545,"1","A","AR","CFE",62.5270916960586,4.45527072105352,219.557755955657,"1A Baseline","A. Base","1 Baseline","1_A_AR_CFE","CFE_AR","CFE_AR",87.8765942207162,"4. Ext. Renovation & Electrification"
2020,807.37282925344,"1","A","ER","CFE",88.586691650616,0,895.959520904056,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",0,"5. Increased Electrification (NHC)"
2021,810.24811786641,"1","A","ER","CFE",89.0246468076464,8.71653048524696,907.989295159304,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",0.141713159434175,"5. Increased Electrification (NHC)"
2022,803.052806130399,"1","A","ER","CFE",89.010226446971,8.56788158894388,900.630914166314,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",0.33050898752208,"5. Increased Electrification (NHC)"
2023,787.090528382764,"1","A","ER","CFE",88.7376558807369,8.81685662384657,884.645040887348,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",0.569978892499535,"5. Increased Electrification (NHC)"
2024,763.664918960864,"1","A","ER","CFE",88.085176954907,8.70026719677327,860.450363112544,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",0.863714282602359,"5. Increased Electrification (NHC)"
2025,734.079612202057,"1","A","ER","CFE",87.2382868065231,8.55614018008387,829.874039188663,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",1.21530656606626,"5. Increased Electrification (NHC)"
2026,688.400004133718,"1","A","ER","CFE",85.9976070522843,8.05470906263687,782.452320248639,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",1.66547644797504,"5. Increased Electrification (NHC)"
2027,635.359016693991,"1","A","ER","CFE",84.6086097485034,7.91326923897301,727.880895681467,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",2.26169117053689,"5. Increased Electrification (NHC)"
2028,575.793348768448,"1","A","ER","CFE",83.1474092986938,8.05945974641668,667.000217813558,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",3.05933130890458,"5. Increased Electrification (NHC)"
2029,510.539699242663,"1","A","ER","CFE",81.5663308390196,8.01337973403794,600.11940981572,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",4.11377743823095,"5. Increased Electrification (NHC)"
2030,440.434767002208,"1","A","ER","CFE",80.0335493211204,8.12027406995261,528.588590393281,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",5.48041013366947,"5. Increased Electrification (NHC)"
2031,366.931237801634,"1","A","ER","CFE",78.5801707989202,7.47700430443599,452.988412904991,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",7.183282355811,"5. Increased Electrification (NHC)"
2032,293.945744871399,"1","A","ER","CFE",77.1555866149206,7.44922938534502,378.550560871665,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",9.12113660700186,"5. Increased Electrification (NHC)"
2033,226.010908310938,"1","A","ER","CFE",75.7364490223684,7.48866913419763,309.236026467505,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",11.1613877750267,"5. Increased Electrification (NHC)"
2034,167.659348219687,"1","A","ER","CFE",74.416886128173,7.57556400945154,249.651798357311,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",13.1714507476701,"5. Increased Electrification (NHC)"
2035,123.423684697079,"1","A","ER","CFE",73.1072321543898,7.49799835598043,204.028915207449,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",15.0187404127167,"5. Increased Electrification (NHC)"
2036,113.73660641369,"1","A","ER","CFE",71.8635784675221,6.9414033748259,192.541588256038,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",16.3461495943209,"5. Increased Electrification (NHC)"
2037,105.033459403075,"1","A","ER","CFE",70.6680854745326,6.98776249575412,182.689307373362,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",17.628043766295,"5. Increased Electrification (NHC)"
2038,97.3059576944149,"1","A","ER","CFE",69.4689886874411,6.99078936951623,173.765735751372,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",18.8545872228963,"5. Increased Electrification (NHC)"
2039,90.5458153168899,"1","A","ER","CFE",68.4384202976019,6.90869505153335,165.892930666025,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",20.0159442583818,"5. Increased Electrification (NHC)"
2040,84.7447462996807,"1","A","ER","CFE",67.4991129258941,6.92091388687718,159.164773112452,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",21.1022791670088,"5. Increased Electrification (NHC)"
2041,79.8808995099031,"1","A","ER","CFE",66.6795658064305,6.40247689954701,152.962942215881,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",22.1097442824426,"5. Increased Electrification (NHC)"
2042,75.8781631664147,"1","A","ER","CFE",66.0141610814717,6.30194767247215,148.194271920359,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",23.0584440959805,"5. Increased Electrification (NHC)"
2043,72.646860326008,"1","A","ER","CFE",65.4480873496957,6.39832067395721,144.493268349661,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",23.9744711383281,"5. Increased Electrification (NHC)"
2044,70.0973140454758,"1","A","ER","CFE",64.9931183089035,6.42418964694601,141.514622001325,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",24.883917940191,"5. Increased Electrification (NHC)"
2045,68.1398473816108,"1","A","ER","CFE",64.6806484593056,6.27842784570913,139.098923686626,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",25.8128770322745,"5. Increased Electrification (NHC)"
2046,66.6849220802531,"1","A","ER","CFE",64.3686658115576,5.75220460039748,136.805792492208,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",26.7778263256764,"5. Increased Electrification (NHC)"
2047,65.6435546434323,"1","A","ER","CFE",64.0976105735109,5.74284991744394,135.484015134387,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",27.7567852530632,"5. Increased Electrification (NHC)"
2048,64.9269002622254,"1","A","ER","CFE",63.8740748118167,5.74042924062129,134.541404314663,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",28.7181586274937,"5. Increased Electrification (NHC)"
2049,64.4461141277093,"1","A","ER","CFE",63.6757381844097,5.72026277465883,133.842115086778,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",29.6303512620267,"5. Increased Electrification (NHC)"
2050,64.1123514309612,"1","A","ER","CFE",63.5048088205094,5.71974455445719,133.336904805928,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",30.4617679697208,"5. Increased Electrification (NHC)"
2051,63.8525760677747,"1","A","ER","CFE",63.3388511844013,5.08027022489647,132.271697477072,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",31.190175476519,"5. Increased Electrification (NHC)"
2052,63.6569867528095,"1","A","ER","CFE",63.198148972934,5.15182294919698,132.00695867494,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",31.8307881599007,"5. Increased Electrification (NHC)"
2053,63.5315909054422,"1","A","ER","CFE",63.0456101160477,5.10729041152507,131.684491433015,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",32.4081823102297,"5. Increased Electrification (NHC)"
2054,63.4823959450493,"1","A","ER","CFE",62.9359640874558,4.99204953958767,131.410409572093,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",32.9469342178698,"5. Increased Electrification (NHC)"
2055,63.5154092910073,"1","A","ER","CFE",62.8249622613938,5.03158973269731,131.371961285098,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",33.4716201731844,"5. Increased Electrification (NHC)"
2056,63.6334766217493,"1","A","ER","CFE",62.7248692565005,4.42864935301361,130.786995231263,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",34.0049440839604,"5. Increased Electrification (NHC)"
2057,63.8267966519353,"1","A","ER","CFE",62.6175299012421,4.41342835758665,130.857754910764,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",34.5621203276775,"5. Increased Electrification (NHC)"
2058,64.0824063552818,"1","A","ER","CFE",62.5304241485422,4.45013491651289,131.062965420337,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",35.1564908992382,"5. Increased Electrification (NHC)"
2059,64.3873427055054,"1","A","ER","CFE",62.5270916960586,4.30970105781679,131.224135459381,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",35.8013977935452,"5. Increased Electrification (NHC)"
2060,64.7286426763227,"1","A","ER","CFE",62.5270916960586,4.42542736255954,131.681161734941,"1A Baseline","A. Base","1 Baseline","1_A_ER_CFE","CFE_ER","CFE_ER",36.5101830055014,"5. Increased Electrification (NHC)"
2020,807.37282925344,"1","C","ER","CFE",88.586691650616,0,895.959520904056,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",18.6292981765573,"6. Reduced Floor Area (NHC)"
2021,810.106404706976,"1","C","ER","CFE",89.0246468076464,8.71653048524696,907.847581999869,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",19.5582628600654,"6. Reduced Floor Area (NHC)"
2022,802.722297142877,"1","C","ER","CFE",89.010226446971,8.56788158894388,900.300405178792,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",20.3311173730339,"6. Reduced Floor Area (NHC)"
2023,786.520549490265,"1","C","ER","CFE",88.7376558807369,8.81685662384657,884.075061994848,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",20.9745510208745,"6. Reduced Floor Area (NHC)"
2024,762.801204678261,"1","C","ER","CFE",88.085176954907,8.70026719677327,859.586648829942,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",21.4565835426794,"6. Reduced Floor Area (NHC)"
2025,732.86430563599,"1","C","ER","CFE",87.2382868065231,8.55614018008387,828.658732622597,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",21.8187535073644,"6. Reduced Floor Area (NHC)"
2026,686.734527685743,"1","C","ER","CFE",85.9976070522843,8.05470906263687,780.786843800664,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",21.9729176275873,"6. Reduced Floor Area (NHC)"
2027,633.097325523454,"1","C","ER","CFE",84.6086097485034,7.91326923897301,725.61920451093,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",21.9767189066268,"6. Reduced Floor Area (NHC)"
2028,572.734017459543,"1","C","ER","CFE",83.1474092986938,8.05945974641668,663.940886504654,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",21.8068434907749,"6. Reduced Floor Area (NHC)"
2029,506.425921804432,"1","C","ER","CFE",81.5663308390196,8.01337973403794,596.005632377489,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",21.4132759298195,"6. Reduced Floor Area (NHC)"
2030,434.954356868539,"1","C","ER","CFE",80.0335493211204,8.12027406995261,523.108180259612,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",20.8163129132593,"6. Reduced Floor Area (NHC)"
2031,359.747955445823,"1","C","ER","CFE",78.5801707989202,7.47700430443599,445.80513054918,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",20.0213321470674,"6. Reduced Floor Area (NHC)"
2032,284.824608264398,"1","C","ER","CFE",77.1555866149206,7.44922938534502,369.429424264663,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",19.0831930630862,"6. Reduced Floor Area (NHC)"
2033,214.849520535912,"1","C","ER","CFE",75.7364490223684,7.48866913419763,298.074638692478,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",18.1052956163518,"6. Reduced Floor Area (NHC)"
2034,154.487897472017,"1","C","ER","CFE",74.416886128173,7.57556400945154,236.480347609641,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",17.2003015153698,"6. Reduced Floor Area (NHC)"
2035,108.404944284362,"1","C","ER","CFE",73.1072321543898,7.49799835598043,189.010174794733,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",16.4438215558044,"6. Reduced Floor Area (NHC)"
2036,97.3904568193691,"1","C","ER","CFE",71.8635784675221,6.9414033748259,176.195438661717,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",16.1676458688101,"6. Reduced Floor Area (NHC)"
2037,87.4054156367802,"1","C","ER","CFE",70.6680854745326,6.98776249575412,165.061263607067,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",15.9141262859499,"6. Reduced Floor Area (NHC)"
2038,78.4513704715187,"1","C","ER","CFE",69.4689886874411,6.99078936951623,154.911148528476,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",15.6658241058115,"6. Reduced Floor Area (NHC)"
2039,70.5298710585081,"1","C","ER","CFE",68.4384202976019,6.90869505153335,145.876986407643,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",15.4492381748811,"6. Reduced Floor Area (NHC)"
2040,63.6424671326718,"1","C","ER","CFE",67.4991129258941,6.92091388687718,138.062493945443,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",15.2509415244904,"6. Reduced Floor Area (NHC)"
2041,57.7711552274606,"1","C","ER","CFE",66.6795658064305,6.40247689954701,130.853197933438,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",15.0746787583947,"6. Reduced Floor Area (NHC)"
2042,52.8197190704342,"1","C","ER","CFE",66.0141610814717,6.30194767247215,125.135827824378,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",14.9318460282427,"6. Reduced Floor Area (NHC)"
2043,48.6723891876798,"1","C","ER","CFE",65.4480873496957,6.39832067395721,120.518797211333,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",14.807199608657,"6. Reduced Floor Area (NHC)"
2044,45.2133961052849,"1","C","ER","CFE",64.9931183089035,6.42418964694601,116.630704061134,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",14.701610820271,"6. Reduced Floor Area (NHC)"
2045,42.3269703493364,"1","C","ER","CFE",64.6806484593056,6.27842784570913,113.286046654351,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",14.6311015690397,"6. Reduced Floor Area (NHC)"
2046,39.9070957545767,"1","C","ER","CFE",64.3686658115576,5.75220460039748,110.027966166532,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",14.5613614955366,"6. Reduced Floor Area (NHC)"
2047,37.8867693903691,"1","C","ER","CFE",64.0976105735109,5.74284991744394,107.727229881324,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",14.499869005308,"6. Reduced Floor Area (NHC)"
2048,36.2087416347316,"1","C","ER","CFE",63.8740748118167,5.74042924062129,105.82324568717,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",14.4500078509547,"6. Reduced Floor Area (NHC)"
2049,34.8157628656827,"1","C","ER","CFE",63.6757381844097,5.72026277465883,104.211763824751,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",14.405490960096,"6. Reduced Floor Area (NHC)"
2050,33.6505834612405,"1","C","ER","CFE",63.5048088205094,5.71974455445719,102.875136836207,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",14.3673673717457,"6. Reduced Floor Area (NHC)"
2051,32.6624005912557,"1","C","ER","CFE",63.3388511844013,5.08027022489647,101.081522000554,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",14.3296635093387,"6. Reduced Floor Area (NHC)"
2052,31.8261985929088,"1","C","ER","CFE",63.198148972934,5.15182294919698,100.17617051504,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",14.2965057574868,"6. Reduced Floor Area (NHC)"
2053,31.1234085952125,"1","C","ER","CFE",63.0456101160477,5.10729041152507,99.2763091227853,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",14.2660108965438,"6. Reduced Floor Area (NHC)"
2054,30.5354617271796,"1","C","ER","CFE",62.9359640874558,4.99204953958767,98.463475354223,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",14.2422598968432,"6. Reduced Floor Area (NHC)"
2055,30.043789117823,"1","C","ER","CFE",62.8249622613938,5.03158973269731,97.900341111914,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",14.2184131269758,"6. Reduced Floor Area (NHC)"
2056,29.6285325377889,"1","C","ER","CFE",62.7248692565005,4.42864935301361,96.782051147303,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",14.1975178571613,"6. Reduced Floor Area (NHC)"
2057,29.2646763242578,"1","C","ER","CFE",62.6175299012421,4.41342835758665,96.2956345830866,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",14.1759141143565,"6. Reduced Floor Area (NHC)"
2058,28.9259154560436,"1","C","ER","CFE",62.5304241485422,4.45013491651289,95.9064745210987,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",14.1570758772818,"6. Reduced Floor Area (NHC)"
2059,28.5859449119602,"1","C","ER","CFE",62.5270916960586,4.30970105781679,95.4227376658355,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",14.1615876554063,"6. Reduced Floor Area (NHC)"
2060,28.2184596708213,"1","C","ER","CFE",62.5270916960586,4.42542736255954,95.1709787294394,"1C Baseline IE","C. IE","1 Baseline","1_C_ER_CFE","CFE_ER","CFE_ER",14.1578098282981,"6. Reduced Floor Area (NHC)"
2020,807.37282925344,"1","D","ER","CFE",69.9573934740587,0,877.330222727498,"1D Baseline IE & RFA","D. RFA + IE","1 Baseline","1_D_ER_CFE","CFE_ER","CFE_ER",8.13165076029838,"7. High Multifamily (HSE)"
