"Year","StockScen","CharScen","RenScen","ElecScen","Var","GHG","Source","Ann. Emissions"
2033,1,"A","RR","LREC","NewElecGHG",43.8287385772541,"Elec New","Elec New"
2034,1,"A","RR","LREC","NewElecGHG",44.5828370738756,"Elec New","Elec New"
2035,1,"A","RR","LREC","NewElecGHG",45.2686109262365,"Elec New","Elec New"
2036,1,"A","RR","LREC","NewElecGHG",45.8986409242749,"Elec New","Elec New"
2037,1,"A","RR","LREC","NewElecGHG",46.4133449044846,"Elec New","Elec New"
2038,1,"A","RR","LREC","NewElecGHG",46.7350999649987,"Elec New","Elec New"
2039,1,"A","RR","LREC","NewElecGHG",46.7862832039504,"Elec New","Elec New"
2040,1,"A","RR","LREC","NewElecGHG",46.4892717194725,"Elec New","Elec New"
2041,1,"A","RR","LREC","NewElecGHG",45.8010712019101,"Elec New","Elec New"
2042,1,"A","RR","LREC","NewElecGHG",44.8172017104563,"Elec New","Elec New"
2043,1,"A","RR","LREC","NewElecGHG",43.6678118965163,"Elec New","Elec New"
2044,1,"A","RR","LREC","NewElecGHG",42.483050411495,"Elec New","Elec New"
2045,1,"A","RR","LREC","NewElecGHG",41.3930659067975,"Elec New","Elec New"
2046,1,"A","RR","LREC","NewElecGHG",40.5062033761782,"Elec New","Elec New"
2047,1,"A","RR","LREC","NewElecGHG",39.8435931827882,"Elec New","Elec New"
2048,1,"A","RR","LREC","NewElecGHG",39.404562032128,"Elec New","Elec New"
2049,1,"A","RR","LREC","NewElecGHG",39.1884366296979,"Elec New","Elec New"
2050,1,"A","RR","LREC","NewElecGHG",39.1945436809984,"Elec New","Elec New"
2051,1,"A","RR","LREC","NewElecGHG",39.4120442416751,"Elec New","Elec New"
2052,1,"A","RR","LREC","NewElecGHG",39.7894367679551,"Elec New","Elec New"
2053,1,"A","RR","LREC","NewElecGHG",40.2650540662106,"Elec New","Elec New"
2054,1,"A","RR","LREC","NewElecGHG",40.7772289428139,"Elec New","Elec New"
2055,1,"A","RR","LREC","NewElecGHG",41.2642942041373,"Elec New","Elec New"
2056,1,"A","RR","LREC","NewElecGHG",41.666615786524,"Elec New","Elec New"
2057,1,"A","RR","LREC","NewElecGHG",41.932692146201,"Elec New","Elec New"
2058,1,"A","RR","LREC","NewElecGHG",42.0130548693663,"Elec New","Elec New"
2059,1,"A","RR","LREC","NewElecGHG",41.8582355422176,"Elec New","Elec New"
2060,1,"A","RR","LREC","NewElecGHG",41.418765750953,"Elec New","Elec New"
