"Year","EnGHG","StockScen","CharScen","RenScen","ElecScen","EmGHG","RenGHG","TotGHG","Housing_Scenario","New House Chars","StockScenario","UniqScen","ElecRen","Elec_Ren Scen","DiffGHG","Strategy"
2058,404.062352418455,"3","D","RR","MC",46.9889551765403,3.18351165017455,454.23481924517,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",47.8476465754676,"4. Adv. Renovation & Electrification"
2059,398.304089671354,"3","D","RR","MC",46.956962060237,3.1590463282373,448.420098059828,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",47.7072379667919,"4. Adv. Renovation & Electrification"
2060,391.191022042464,"3","D","RR","MC",46.956962060237,3.16893815462047,441.316922257321,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_RR_MC","MC_RR","MC_RR",47.5107827706573,"4. Adv. Renovation & Electrification"
2020,808.232095449661,"3","D","AR","MC",61.8257427137602,0,870.057838163421,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",0,"5. Ext. Renovation & Electrification"
2021,812.475114303032,"3","D","AR","MC",62.3008604073116,8.57566889665134,883.351643606995,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",-0.458875110933718,"5. Ext. Renovation & Electrification"
2022,811.126864868291,"3","D","AR","MC",62.3339875672517,8.66413507413118,882.124987509674,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",0.512712112432496,"5. Ext. Renovation & Electrification"
2023,804.879685816374,"3","D","AR","MC",62.1970343390365,8.68049702301271,875.757217178423,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",1.92803895712052,"5. Ext. Renovation & Electrification"
2024,794.425915818219,"3","D","AR","MC",61.8672078018547,8.74033542576717,865.033459045841,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",4.54536842577329,"5. Ext. Renovation & Electrification"
2025,780.457893544762,"3","D","AR","MC",61.4734276472464,8.62266210472696,850.553983296735,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",7.67941493376009,"5. Ext. Renovation & Electrification"
2026,763.724964820213,"3","D","AR","MC",60.8622747509919,8.13088748195513,832.71812705316,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",11.3274462107088,"5. Ext. Renovation & Electrification"
2027,745.204504081872,"3","D","AR","MC",60.107985958275,7.94615598539034,813.258646025537,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",15.2909665558025,"5. Ext. Renovation & Electrification"
2028,725.93089292031,"3","D","AR","MC",59.2244652047569,8.0614531918316,793.216811316899,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",19.4647519208976,"5. Ext. Renovation & Electrification"
2029,706.9385129261,"3","D","AR","MC",58.2899611845058,8.125038773762,773.353512884368,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",23.8109697231007,"5. Ext. Renovation & Electrification"
2030,689.261745689813,"3","D","AR","MC",57.4224531267258,8.07541147875482,754.759610295293,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",27.7444292582994,"5. Ext. Renovation & Electrification"
2031,673.649937035659,"3","D","AR","MC",56.4987744897422,7.52860932675346,737.677320852154,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",31.6615620413553,"5. Ext. Renovation & Electrification"
2032,659.712289722397,"3","D","AR","MC",55.6232013177719,7.61422256835936,722.949713608529,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",35.334526131795,"5. Ext. Renovation & Electrification"
2033,646.772970742426,"3","D","AR","MC",54.7283057392651,7.43388156675261,708.935158048444,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",38.4580937669699,"5. Ext. Renovation & Electrification"
2034,634.156147088142,"3","D","AR","MC",53.9389697245837,7.53350472823456,695.62862154096,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",41.6549334706926,"5. Ext. Renovation & Electrification"
2035,621.185985751943,"3","D","AR","MC",53.1643030603683,7.61972814059288,681.970016952904,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",44.9020460783619,"5. Ext. Renovation & Electrification"
2036,607.338491624068,"3","D","AR","MC",52.5031265732063,6.86555652511823,666.707174722392,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",47.7160306581537,"5. Ext. Renovation & Electrification"
2037,592.697021186123,"3","D","AR","MC",51.8362047132121,6.88198444312742,651.415210342463,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",50.5992086328212,"5. Ext. Renovation & Electrification"
2038,577.496768817558,"3","D","AR","MC",51.152574689727,6.87122507654047,635.520568583826,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",53.3370851617644,"5. Ext. Renovation & Electrification"
2039,561.972928897822,"3","D","AR","MC",50.6373946653139,6.98280257443633,619.593126137572,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",56.1077070951919,"5. Ext. Renovation & Electrification"
2040,546.360695806363,"3","D","AR","MC",50.5077700995408,6.95443174625515,603.822897652159,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",58.4002037870423,"5. Ext. Renovation & Electrification"
2041,530.835669998944,"3","D","AR","MC",50.0313196046652,6.31613799646289,587.183127600072,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",60.3570493926507,"5. Ext. Renovation & Electrification"
2042,515.335076236584,"3","D","AR","MC",49.6073791692894,6.35540272113158,571.297858127005,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",62.3292428217321,"5. Ext. Renovation & Electrification"
2043,499.736545356617,"3","D","AR","MC",49.2432979598485,6.39943362948854,555.379276945954,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",63.9279171302141,"5. Ext. Renovation & Electrification"
2044,483.917708196376,"3","D","AR","MC",48.9469722522528,6.31466455537187,539.179345004001,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",65.3149472026821,"5. Ext. Renovation & Electrification"
2045,467.756195593194,"3","D","AR","MC",48.7158856025651,6.25338419612624,522.725465391886,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",66.7962072094234,"5. Ext. Renovation & Electrification"
2046,451.262172703977,"3","D","AR","MC",48.471661793611,5.61330661864392,505.347141116232,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",68.0032331353164,"5. Ext. Renovation & Electrification"
2047,434.975941963915,"3","D","AR","MC",48.2578893360229,5.68224839262672,488.916079692564,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",69.2454928956083,"5. Ext. Renovation & Electrification"
2048,419.570340127772,"3","D","AR","MC",48.0820288006598,5.64730546389079,473.299674392322,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",70.1410320538571,"5. Ext. Renovation & Electrification"
2049,405.718203950311,"3","D","AR","MC",47.9104219475566,5.68754666705079,459.316172564918,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",70.8098001907276,"5. Ext. Renovation & Electrification"
2050,394.092370186295,"3","D","AR","MC",47.7869540266633,5.73555863892363,447.614882851882,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",71.0531947218852,"5. Ext. Renovation & Electrification"
2051,385.154502245775,"3","D","AR","MC",47.6668431445479,5.180757358416,438.002102748739,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",70.8632438185265,"5. Ext. Renovation & Electrification"
2052,378.521570159957,"3","D","AR","MC",47.5775911135716,5.03932843887169,431.1384897124,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",69.978501202266,"5. Ext. Renovation & Electrification"
2053,373.59937061533,"3","D","AR","MC",47.4637081779151,5.03646364631357,426.099542439559,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",69.0543386096255,"5. Ext. Renovation & Electrification"
2054,369.793700298389,"3","D","AR","MC",47.3653779630472,4.95852801059207,422.117606272028,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",67.9374740454974,"5. Ext. Renovation & Electrification"
2055,366.510355895625,"3","D","AR","MC",47.2582374462382,5.03235093866005,418.800944280523,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",66.7453095786162,"5. Ext. Renovation & Electrification"
2056,363.197368762472,"3","D","AR","MC",47.1785864296173,4.43859497713957,414.814550169229,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",65.5510540271553,"5. Ext. Renovation & Electrification"
2057,359.471708930134,"3","D","AR","MC",47.0758772894902,4.48486371799018,411.032449937615,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",64.5071234307117,"5. Ext. Renovation & Electrification"
2058,354.992581098759,"3","D","AR","MC",46.9889551765403,4.40563639440291,406.387172669702,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",63.4444906813049,"5. Ext. Renovation & Electrification"
2059,349.419189968491,"3","D","AR","MC",46.956962060237,4.33670806430782,400.712860093036,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",62.8010062439514,"5. Ext. Renovation & Electrification"
2060,342.410740239479,"3","D","AR","MC",46.956962060237,4.43843718694852,393.806139486664,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_AR_MC","MC_AR","MC_AR",62.3750300511182,"5. Ext. Renovation & Electrification"
2020,808.232095449661,"3","D","ER","MC",61.8257427137602,0,870.057838163421,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",0.859266196221142,"6. LREC Electricity Supply"
2021,812.787195625063,"3","D","ER","MC",62.3008604073116,8.72246268555426,883.810518717929,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",4.54188600932719,"6. LREC Electricity Supply"
2022,810.707534619393,"3","D","ER","MC",62.3339875672517,8.57075321059618,881.612275397241,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",11.5088757050727,"6. LREC Electricity Supply"
2023,802.811479163527,"3","D","ER","MC",62.1970343390365,8.82066471873945,873.829178221303,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",21.2914027197957,"6. LREC Electricity Supply"
2024,789.917395988338,"3","D","ER","MC",61.8672078018547,8.70348682987454,860.488090620067,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",33.4206344898337,"6. LREC Electricity Supply"
2025,772.843651824702,"3","D","ER","MC",61.4734276472464,8.5574888910274,842.874568362975,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",47.4277384515248,"6. LREC Electricity Supply"
2026,752.473005876695,"3","D","ER","MC",60.8622747509919,8.05540021476516,821.390680842452,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",62.8300343115479,"6. LREC Electricity Supply"
2027,729.945787241204,"3","D","ER","MC",60.107985958275,7.9139062702554,797.967679469735,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",79.089450857948,"6. LREC Electricity Supply"
2028,706.466717488321,"3","D","ER","MC",59.2244652047569,8.06087670292337,773.752059396001,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",95.6540691491107,"6. LREC Electricity Supply"
2029,683.240518188134,"3","D","ER","MC",58.2899611845058,8.0120637886273,749.542543161267,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",111.971970243422,"6. LREC Electricity Supply"
2030,661.471910910733,"3","D","ER","MC",57.4224531267258,8.12081699953525,727.015181036994,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",127.491235199268,"6. LREC Electricity Supply"
2031,642.043654860196,"3","D","ER","MC",56.4987744897422,7.47332946086124,706.015758810799,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",141.729183723328,"6. LREC Electricity Supply"
2032,624.550659776549,"3","D","ER","MC",55.6232013177719,7.44132638241325,687.615187476734,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",154.480090115453,"6. LREC Electricity Supply"
2033,608.265873033806,"3","D","ER","MC",54.7283057392651,7.48288550840311,670.477064281474,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",165.60746732379,"6. LREC Electricity Supply"
2034,592.462242005981,"3","D","ER","MC",53.9389697245837,7.57247633970326,653.973688070268,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",174.974828296483,"6. LREC Electricity Supply"
2035,576.412714067088,"3","D","ER","MC",53.1643030603683,7.49095374708568,637.067970874542,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",182.445685981677,"6. LREC Electricity Supply"
2036,559.558052901442,"3","D","ER","MC",52.5031265732063,6.92996458958983,618.991144064238,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",187.963352231957,"6. LREC Electricity Supply"
2037,542.010287434559,"3","D","ER","MC",51.8362047132121,6.96950956186996,600.816001709641,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",191.790334517665,"6. LREC Electricity Supply"
2038,524.049262902256,"3","D","ER","MC",51.152574689727,6.98164583007829,582.183483422061,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",194.268939213582,"6. LREC Electricity Supply"
2039,505.954824540349,"3","D","ER","MC",50.6373946653139,6.89319983671726,563.48541904238,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",195.741472694488,"6. LREC Electricity Supply"
2040,488.006817584655,"3","D","ER","MC",50.5077700995408,6.90810618092065,545.422693865117,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",196.550241335165,"6. LREC Electricity Supply"
2041,470.410674522337,"3","D","ER","MC",50.0313196046652,6.38408408041951,526.826078207421,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",196.916868195028,"6. LREC Electricity Supply"
2042,453.074176845939,"3","D","ER","MC",49.6073791692894,6.28705929004441,508.968615305273,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",196.580243072027,"6. LREC Electricity Supply"
2043,435.830693299355,"3","D","ER","MC",49.2432979598485,6.37736855653685,491.45135981574,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",195.158572448745,"6. LREC Electricity Supply"
2044,418.513592626475,"3","D","ER","MC",48.9469722522528,6.40383292259133,473.864397801319,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",192.270062807767,"6. LREC Electricity Supply"
2045,400.95624357119,"3","D","ER","MC",48.7158856025651,6.25712900870694,455.929258182462,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",187.532920631677,"6. LREC Electricity Supply"
2046,383.146749175108,"3","D","ER","MC",48.471661793611,5.72549701219622,437.343907980915,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",180.782840300795,"6. LREC Electricity Supply"
2047,365.692149670692,"3","D","ER","MC",48.2578893360229,5.72054779024073,419.670586796956,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",172.725467786391,"6. LREC Electricity Supply"
2048,349.354219588123,"3","D","ER","MC",48.0820288006598,5.72239394968207,403.158642338465,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",164.28393695747,"6. LREC Electricity Supply"
2049,334.89473345758,"3","D","ER","MC",47.9104219475566,5.70121696905411,388.50637237419,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",156.381381683038,"6. LREC Electricity Supply"
2050,323.075465809241,"3","D","ER","MC",47.7869540266633,5.69926829409213,376.561688129996,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",149.940935832102,"6. LREC Electricity Supply"
2051,314.414479695994,"3","D","ER","MC",47.6668431445479,5.05753608967125,367.138858930213,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",145.650361063039,"6. LREC Electricity Supply"
2052,308.45499226155,"3","D","ER","MC",47.5775911135716,5.12740513501202,361.159988510134,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",143.255930191714,"6. LREC Electricity Supply"
2053,304.496509172331,"3","D","ER","MC",47.4637081779151,5.08498647968776,357.045203829933,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",142.268543823363,"6. LREC Electricity Supply"
2054,301.838536094755,"3","D","ER","MC",47.3653779630472,4.97621816872903,354.180132226531,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",142.199102563224,"6. LREC Electricity Supply"
2055,299.780578695242,"3","D","ER","MC",47.2582374462382,5.01681856042664,352.055634701907,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",142.558507016532,"6. LREC Electricity Supply"
2056,297.670884935671,"3","D","ER","MC",47.1785864296173,4.41402477678548,349.263496142073,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",142.904732230651,"6. LREC Electricity Supply"
2057,295.052671959754,"3","D","ER","MC",47.0758772894902,4.39677725765888,346.525326506903,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",142.984051021444,"6. LREC Electricity Supply"
2058,291.517899206663,"3","D","ER","MC",46.9889551765403,4.43582760519331,342.942681988397,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",142.589810646903,"6. LREC Electricity Supply"
2059,286.658526115571,"3","D","ER","MC",46.956962060237,4.29636567327693,337.911853849085,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",141.515358365018,"6. LREC Electricity Supply"
2060,280.066512125648,"3","D","ER","MC",46.956962060237,4.40763524966118,331.431109435546,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_MC","MC_ER","MC_ER",139.55404143378,"6. LREC Electricity Supply"
2020,807.37282925344,"3","D","ER","LREC",61.8257427137602,0,869.1985719672,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",0,"7. CFE35 Electricity Supply"
2021,808.245309615736,"3","D","ER","LREC",62.3008604073116,8.72246268555426,879.268632708602,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",0,"7. CFE35 Electricity Supply"
2022,799.198658914321,"3","D","ER","LREC",62.3339875672517,8.57075321059618,870.103399692169,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",0,"7. CFE35 Electricity Supply"
2023,781.520076443731,"3","D","ER","LREC",62.1970343390365,8.82066471873945,852.537775501507,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",0,"7. CFE35 Electricity Supply"
2024,756.496761498504,"3","D","ER","LREC",61.8672078018547,8.70348682987454,827.067456130234,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",0,"7. CFE35 Electricity Supply"
2025,725.415913373177,"3","D","ER","LREC",61.4734276472464,8.5574888910274,795.446829911451,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",0,"7. CFE35 Electricity Supply"
2026,689.642971565147,"3","D","ER","LREC",60.8622747509919,8.05540021476516,758.560646530904,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",11.3254378823133,"7. CFE35 Electricity Supply"
2027,650.856336383256,"3","D","ER","LREC",60.107985958275,7.9139062702554,718.878228611787,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",26.8940205967513,"7. CFE35 Electricity Supply"
2028,610.81264833921,"3","D","ER","LREC",59.2244652047569,8.06087670292337,678.09799024689,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",47.6163578668248,"7. CFE35 Electricity Supply"
2029,571.268547944712,"3","D","ER","LREC",58.2899611845058,8.0120637886273,637.570572917845,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",74.4030594160455,"7. CFE35 Electricity Supply"
2030,533.980675711465,"3","D","ER","LREC",57.4224531267258,8.12081699953525,599.523945837726,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",108.164734967924,"7. CFE35 Electricity Supply"
2031,500.314471136868,"3","D","ER","LREC",56.4987744897422,7.47332946086124,564.286575087471,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",148.817939955869,"7. CFE35 Electricity Supply"
2032,470.070569661095,"3","D","ER","LREC",55.6232013177719,7.44132638241325,533.13509736128,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",192.303012652872,"7. CFE35 Electricity Supply"
2033,442.658405710016,"3","D","ER","LREC",54.7283057392651,7.48288550840311,504.869596957684,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",233.566237041824,"7. CFE35 Electricity Supply"
2034,417.487413709498,"3","D","ER","LREC",53.9389697245837,7.57247633970326,478.998859773785,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",267.553897105614,"7. CFE35 Electricity Supply"
2035,393.967028085411,"3","D","ER","LREC",53.1643030603683,7.49095374708568,454.622284892865,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",289.212276827131,"7. CFE35 Electricity Supply"
2036,371.594700669485,"3","D","ER","LREC",52.5031265732063,6.92996458958983,431.027791832281,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",277.860125189936,"7. CFE35 Electricity Supply"
2037,350.219952916894,"3","D","ER","LREC",51.8362047132121,6.96950956186996,409.025667191976,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",266.4968445576,"7. CFE35 Electricity Supply"
2038,329.780323688674,"3","D","ER","LREC",51.152574689727,6.98164583007829,387.91454420848,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",255.049225668307,"7. CFE35 Electricity Supply"
2039,310.213351845861,"3","D","ER","LREC",50.6373946653139,6.89319983671726,367.743946347892,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",243.44405926024,"7. CFE35 Electricity Supply"
2040,291.45657624949,"3","D","ER","LREC",50.5077700995408,6.90810618092065,348.872452529951,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",231.608136071584,"7. CFE35 Electricity Supply"
2041,273.493806327309,"3","D","ER","LREC",50.0313196046652,6.38408408041951,329.909210012393,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",219.536291047437,"7. CFE35 Electricity Supply"
2042,256.493933773913,"3","D","ER","LREC",49.6073791692894,6.28705929004441,312.388372233246,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",207.495535960554,"7. CFE35 Electricity Supply"
2043,240.67212085061,"3","D","ER","LREC",49.2432979598485,6.37736855653685,296.292787366995,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",195.820926790605,"7. CFE35 Electricity Supply"
