"Year","GHG_int","gea"
2030,526.616932476928,"SRMWc"
2025,608.762796520138,"SRMWc"
2026,588.30167337394,"SRMWc"
2028,558.133929310862,"SRMWc"
2042,514.744641413966,"SRMWc"
2044,528.719825957686,"SRMWc"
2045,507.500193432808,"SRMWc"
2020,602.885699745798,"SRMWc"
2022,612.444805943267,"SRMWc"
2024,629.223919666336,"SRMWc"
2032,556.571763985981,"SRMWc"
2034,538.637565872845,"SRMWc"
2035,537.831727139995,"SRMWc"
2036,537.025888407146,"SRMWc"
2038,531.351339405131,"SRMWc"
2040,515.633128584628,"SRMWc"
2020,521.780946536597,"RFCWc"
2022,535.453915261779,"RFCWc"
2026,532.384380201473,"RFCWc"
2028,528.851491530106,"RFCWc"
2024,526.083342391188,"RFCWc"
2025,529.23386129633,"RFCWc"
2040,446.00146558804,"RFCWc"
2042,409.912158612937,"RFCWc"
2044,402.643673051285,"RFCWc"
2045,388.886520534772,"RFCWc"
2046,375.12936801826,"RFCWc"
2048,387.196787581006,"RFCWc"
2050,336.923879324931,"RFCWc"
2030,517.19507262676,"RFCWc"
2032,497.146095834315,"RFCWc"
2034,478.318284251125,"RFCWc"
2035,475.54627792003,"RFCWc"
2036,472.774271588935,"RFCWc"
2038,454.740095764877,"RFCWc"
2044,202.422742878897,"MROWc"
2045,191.617868559252,"MROWc"
2046,180.812994239606,"MROWc"
2050,123.892354318985,"MROWc"
2028,387.133069838431,"MROWc"
2030,356.292944613038,"MROWc"
2048,149.006864846146,"MROWc"
2042,251.100185145375,"MROWc"
2020,394.490829508358,"MROWc"
2022,399.879399802585,"MROWc"
2024,411.152105291508,"MROWc"
2025,410.087640716187,"MROWc"
2026,409.023176140865,"MROWc"
2035,334.977708437902,"MROWc"
2036,323.400264180268,"MROWc"
2032,342.588728130575,"MROWc"
2034,346.555152695536,"MROWc"
2038,268.957896901337,"MROWc"
2040,248.582523991993,"MROWc"
2024,474.397033953996,"SPNOc"
2025,475.703002133981,"SPNOc"
2020,497.925418637078,"SPNOc"
2022,525.248108201237,"SPNOc"
2036,375.435323104414,"SPNOc"
2038,358.24272567082,"SPNOc"
2040,319.372504054148,"SPNOc"
2042,337.907460147195,"SPNOc"
2044,187.517656449171,"SPNOc"
2045,190.897927329052,"SPNOc"
2046,194.278198208933,"SPNOc"
2026,477.008970313965,"SPNOc"
2028,409.399519048749,"SPNOc"
2030,385.072152096526,"SPNOc"
2032,376.935202841898,"SPNOc"
2034,379.337236522807,"SPNOc"
2035,377.38627981361,"SPNOc"
2048,202.44845266801,"SPNOc"
2050,186.431814205204,"SPNOc"
2020,547.62576625676,"SRTVc"
2022,579.003098584282,"SRTVc"
2026,516.653401674792,"SRTVc"
2028,518.902626840998,"SRTVc"
2024,541.887403658701,"SRTVc"
2025,529.270402666747,"SRTVc"
2038,394.870845360543,"SRTVc"
2040,390.746568933639,"SRTVc"
2042,377.801605597889,"SRTVc"
2044,347.226745253629,"SRTVc"
2045,330.81867620316,"SRTVc"
2046,314.41060715269,"SRTVc"
2048,229.917984128579,"SRTVc"
2050,200.876093091204,"SRTVc"
2030,490.615910338579,"SRTVc"
2032,419.061411523954,"SRTVc"
2034,408.679468497244,"SRTVc"
2035,407.976369203008,"SRTVc"
2036,407.273269908772,"SRTVc"
2022,524.240635942822,"RFCMc"
2024,467.164832233659,"RFCMc"
2020,500.489176852994,"RFCMc"
2028,459.886816808695,"RFCMc"
2030,331.154253363117,"RFCMc"
2025,469.207502078228,"RFCMc"
2026,471.250171922797,"RFCMc"
2042,290.294636964312,"RFCMc"
2044,295.663108595226,"RFCMc"
2045,278.881624834289,"RFCMc"
2046,262.100141073352,"RFCMc"
2048,201.962011658103,"RFCMc"
2050,187.193519488261,"RFCMc"
2036,322.563158209753,"RFCMc"
2032,323.340783362403,"RFCMc"
2034,320.352459817037,"RFCMc"
2035,321.457809013395,"RFCMc"
2038,303.898965998309,"RFCMc"
2040,301.610032787729,"RFCMc"
2020,411.851999067539,"MROEc"
2030,488.773053581269,"MROEc"
2032,392.92984239894,"MROEc"
2034,372.843377202712,"MROEc"
2035,375.346082015473,"MROEc"
2036,377.848786828235,"MROEc"
2038,384.080172927891,"MROEc"
2040,385.064750929941,"MROEc"
2042,329.067198166654,"MROEc"
2022,409.779736771152,"MROEc"
2024,423.674794014788,"MROEc"
2025,429.356822558389,"MROEc"
2026,435.03885110199,"MROEc"
2028,442.835153844274,"MROEc"
2044,272.195111271312,"MROEc"
2045,277.234089501657,"MROEc"
2046,282.273067732003,"MROEc"
2048,281.226825895923,"MROEc"
2050,204.720640176795,"MROEc"
2020,143.98871779827,"NYSTc"
2022,183.978699294729,"NYSTc"
2034,72.9763875234154,"NYSTc"
2035,77.2148348994252,"NYSTc"
2036,81.453282275435,"NYSTc"
2038,90.9360473907186,"NYSTc"
2040,79.8783252162903,"NYSTc"
2042,79.5219358388652,"NYSTc"
2044,80.0104112521036,"NYSTc"
2024,124.672344623388,"NYSTc"
2025,114.749386055436,"NYSTc"
2026,104.826427487484,"NYSTc"
2028,89.1035801759111,"NYSTc"
2030,84.0231288369377,"NYSTc"
2032,81.0489121649449,"NYSTc"
2050,73.7861104381684,"NYSTc"
2045,77.8615163117911,"NYSTc"
2046,75.7126213714785,"NYSTc"
2048,74.1698633560478,"NYSTc"
2028,267.885343373242,"SRVCc"
2030,236.767619113576,"SRVCc"
2026,299.245173161185,"SRVCc"
2035,216.580927985541,"SRVCc"
2036,215.737009349708,"SRVCc"
2032,229.958555872552,"SRVCc"
2034,217.424846621374,"SRVCc"
2020,281.821877710574,"SRVCc"
2022,296.113341612805,"SRVCc"
2024,309.11674305234,"SRVCc"
2025,304.180958106762,"SRVCc"
2046,101.03786804267,"SRVCc"
2048,106.229621765076,"SRVCc"
2050,91.5713689218508,"SRVCc"
2044,149.015837663762,"SRVCc"
2038,198.955730819479,"SRVCc"
2040,187.289082336939,"SRVCc"
2042,158.409612022576,"SRVCc"
2045,125.026852853216,"SRVCc"
2020,323.896679802673,"ERCTc"
2022,324.064293997082,"ERCTc"
2024,309.253814911218,"ERCTc"
2025,303.407366091948,"ERCTc"
2026,297.560917272678,"ERCTc"
2028,285.202506874899,"ERCTc"
2030,269.131863466828,"ERCTc"
2032,242.558992895383,"ERCTc"
2034,239.620548365762,"ERCTc"
2035,230.867293499923,"ERCTc"
2036,222.114038634083,"ERCTc"
2038,207.571183651842,"ERCTc"
2040,188.561803045234,"ERCTc"
2042,157.317270204577,"ERCTc"
2044,163.380042253475,"ERCTc"
2045,156.334933710824,"ERCTc"
2046,149.289825168173,"ERCTc"
2048,122.384182785492,"ERCTc"
2050,114.347764836711,"ERCTc"
