"County","GeoID","a_best_all","b_best_excl_LREC"
"KY, Union County","21225","LREC","Ext. Ren."
"KY, Warren County","21227","LREC","Ext. Ren."
"KY, Washington County","21229","LREC","Ext. Ren."
"KY, Wayne County","21231","LREC","Ext. Ren."
"KY, Webster County","21233","LREC","Ext. Ren."
"KY, Whitley County","21235","LREC",NA
"KY, Wolfe County","21237","LREC","Ext. Ren."
"KY, Woodford County","21239","LREC","Ext. Ren."
"LA, Acadia Parish","22001","Ext. Ren.","Ext. Ren."
"LA, Allen Parish","22003","LREC","Ext. Ren."
"LA, Ascension Parish","22005","High-MF","High-MF"
"LA, Assumption Parish","22007","LREC","Ext. Ren."
"LA, Avoyelles Parish","22009","Ext. Ren.","Ext. Ren."
"LA, Beauregard Parish","22011","LREC","Ext. Ren."
"LA, Bienville Parish","22013","Ext. Ren.","Ext. Ren."
"LA, Bossier Parish","22015","IE & RFA","IE & RFA"
"LA, Caddo Parish","22017","Ext. Ren.","Ext. Ren."
"LA, Calcasieu Parish","22019","Ext. Ren.","Ext. Ren."
"LA, Caldwell Parish","22021","LREC","Ext. Ren."
"LA, Catahoula Parish","22025","Ext. Ren.","Ext. Ren."
"LA, Claiborne Parish","22027","LREC","Ext. Ren."
"LA, Concordia Parish","22029","Ext. Ren.","Ext. Ren."
"LA, De Soto Parish","22031","Ext. Ren.","Ext. Ren."
"LA, East Baton Rouge Parish","22033","Ext. Ren.","Ext. Ren."
"LA, East Carroll Parish","22035","Ext. Ren.","Ext. Ren."
"LA, East Feliciana Parish","22037","Ext. Ren.","Ext. Ren."
"LA, Franklin Parish","22041","Ext. Ren.","Ext. Ren."
"LA, Grant Parish","22043","Ext. Ren.","Ext. Ren."
"LA, Iberia Parish","22045","Ext. Ren.","Ext. Ren."
"LA, Iberville Parish","22047","Ext. Ren.","Ext. Ren."
"LA, Jackson Parish","22049","Ext. Ren.","Ext. Ren."
"LA, Jefferson Davis Parish","22053","Ext. Ren.","Ext. Ren."
"LA, Jefferson Parish","22051","Ext. Ren.","Ext. Ren."
"LA, Lafayette Parish","22055","IE & RFA","IE & RFA"
"LA, Lafourche Parish","22057","LREC","Ext. Ren."
"LA, Livingston Parish","22063","LREC","Ext. Ren."
"LA, Madison Parish","22065","Ext. Ren.","Ext. Ren."
"LA, Morehouse Parish","22067","Ext. Ren.","Ext. Ren."
"LA, Natchitoches Parish","22069","Ext. Ren.","Ext. Ren."
"LA, Orleans Parish","22071","LREC","High-MF"
"LA, Ouachita Parish","22073","Ext. Ren.","Ext. Ren."
"LA, Plaquemines Parish","22075","LREC","IE & RFA"
"LA, Pointe Coupee Parish","22077","Ext. Ren.","Ext. Ren."
"LA, Rapides Parish","22079","LREC","Ext. Ren."
"LA, Red River Parish","22081","Ext. Ren.","Ext. Ren."
"LA, Richland Parish","22083","Ext. Ren.","Ext. Ren."
"LA, Sabine Parish","22085","Ext. Ren.","Ext. Ren."
"LA, St. Bernard Parish","22087","IE & RFA","IE & RFA"
"LA, St. Charles Parish","22089","LREC","Ext. Ren."
"LA, St. Helena Parish","22091","LREC","Ext. Ren."
"LA, St. James Parish","22093","Ext. Ren.","Ext. Ren."
"LA, St. John the Baptist Parish","22095","LREC","Ext. Ren."
"LA, St. Landry Parish","22097","Ext. Ren.","Ext. Ren."
"LA, St. Martin Parish","22099","Ext. Ren.","Ext. Ren."
"LA, St. Mary Parish","22101","Ext. Ren.","Ext. Ren."
"LA, St. Tammany Parish","22103","LREC","IE & RFA"
"LA, Tangipahoa Parish","22105","LREC","IE & RFA"
"LA, Tensas Parish","22107","Ext. Ren.","Ext. Ren."
"LA, Terrebonne Parish","22109","Ext. Ren.","Ext. Ren."
"LA, Union Parish","22111","Ext. Ren.","Ext. Ren."
"LA, Vermilion Parish","22113","Ext. Ren.","Ext. Ren."
"LA, Vernon Parish","22115","Ext. Ren.","Ext. Ren."
"LA, Washington Parish","22117","LREC",NA
"LA, Webster Parish","22119","Ext. Ren.","Ext. Ren."
"LA, West Baton Rouge Parish","22121","Ext. Ren.","Ext. Ren."
"LA, West Carroll Parish","22123","Ext. Ren.","Ext. Ren."
"LA, West Feliciana Parish","22125","IE & RFA","IE & RFA"
"LA, Winn Parish","22127","Ext. Ren.","Ext. Ren."
"MA, Barnstable County","25001","Ext. Ren.","Ext. Ren."
"MA, Berkshire County","25003","Ext. Ren.","Ext. Ren."
"MA, Bristol County","25005","Ext. Ren.","Ext. Ren."
"MA, Dukes County","25007","Ext. Ren.","Ext. Ren."
"MA, Essex County","25009","Ext. Ren.","Ext. Ren."
"MA, Franklin County","25011","Ext. Ren.","Ext. Ren."
"MA, Hampden County","25013","Ext. Ren.","Ext. Ren."
"MA, Hampshire County","25015","Ext. Ren.","Ext. Ren."
"MA, Middlesex County","25017","Ext. Ren.","Ext. Ren."
"MA, Nantucket County","25019","Ext. Ren.","Ext. Ren."
"MA, Norfolk County","25021","Ext. Ren.","Ext. Ren."
"MA, Plymouth County","25023","Ext. Ren.","Ext. Ren."
"MA, Suffolk County","25025","Ext. Ren.","Ext. Ren."
"MA, Worcester County","25027","Ext. Ren.","Ext. Ren."
"MD, Allegany County","24001","LREC","Ext. Ren."
"MD, Anne Arundel County","24003","LREC","Ext. Ren."
"MD, Baltimore city","24510","Ext. Ren.","Ext. Ren."
"MD, Baltimore County","24005","LREC","Ext. Ren."
"MD, Calvert County","24009","LREC","Ext. Ren."
"MD, Caroline County","24011","LREC","Ext. Ren."
"MD, Carroll County","24013","Ext. Ren.","Ext. Ren."
"MD, Cecil County","24015","Ext. Ren.","Ext. Ren."
"MD, Charles County","24017","LREC","IE & RFA"
"MD, Dorchester County","24019","LREC","Ext. Ren."
"MD, Frederick County","24021","LREC","Ext. Ren."
"MD, Garrett County","24023","LREC","IE & RFA"
"MD, Harford County","24025","LREC","Ext. Ren."
"MD, Howard County","24027","LREC","Ext. Ren."
"MD, Kent County","24029","LREC","Ext. Ren."
"MD, Montgomery County","24031","LREC","Ext. Ren."
"MD, Prince George's County","24033","LREC","Ext. Ren."
"MD, Queen Anne's County","24035","LREC","Ext. Ren."
"MD, Somerset County","24039","LREC","Ext. Ren."
"MD, St. Mary's County","24037","LREC",NA
"MD, Talbot County","24041","LREC","Ext. Ren."
"MD, Washington County","24043","LREC","Ext. Ren."
"MD, Wicomico County","24045","LREC","Ext. Ren."
"MD, Worcester County","24047","LREC","Ext. Ren."
"ME, Androscoggin County","23001","Ext. Ren.","Ext. Ren."
"ME, Aroostook County","23003","Ext. Ren.","Ext. Ren."
"ME, Cumberland County","23005","Ext. Ren.","Ext. Ren."
"ME, Franklin County","23007","Ext. Ren.","Ext. Ren."
"ME, Hancock County","23009","Ext. Ren.","Ext. Ren."
"ME, Kennebec County","23011","Ext. Ren.","Ext. Ren."
"ME, Knox County","23013","Ext. Ren.","Ext. Ren."
"ME, Lincoln County","23015","Ext. Ren.","Ext. Ren."
"ME, Oxford County","23017","Ext. Ren.","Ext. Ren."
"ME, Penobscot County","23019","Ext. Ren.","Ext. Ren."
"ME, Piscataquis County","23021","Ext. Ren.","Ext. Ren."
"ME, Sagadahoc County","23023","Ext. Ren.","Ext. Ren."
"ME, Somerset County","23025","Ext. Ren.","Ext. Ren."
"ME, Waldo County","23027","Ext. Ren.","Ext. Ren."
"ME, Washington County","23029","Ext. Ren.","Ext. Ren."
"ME, York County","23031","Ext. Ren.","Ext. Ren."
"MI, Alcona County","26001","Ext. Ren.","Ext. Ren."
"MI, Alger County","26003","LREC",NA
"MI, Allegan County","26005","Ext. Ren.","Ext. Ren."
"MI, Alpena County","26007","Ext. Ren.","Ext. Ren."
"MI, Antrim County","26009","Ext. Ren.","Ext. Ren."
"MI, Arenac County","26011","Ext. Ren.","Ext. Ren."
"MI, Baraga County","26013","LREC","Ext. Ren."
"MI, Barry County","26015","Ext. Ren.","Ext. Ren."
"MI, Bay County","26017","Ext. Ren.","Ext. Ren."
"MI, Benzie County","26019","Ext. Ren.","Ext. Ren."
"MI, Berrien County","26021","Ext. Ren.","Ext. Ren."
"MI, Branch County","26023","Ext. Ren.","Ext. Ren."
"MI, Calhoun County","26025","Ext. Ren.","Ext. Ren."
"MI, Cass County","26027","Ext. Ren.","Ext. Ren."
"MI, Charlevoix County","26029","Ext. Ren.","Ext. Ren."
"MI, Cheboygan County","26031","Ext. Ren.","Ext. Ren."
"MI, Chippewa County","26033","LREC","Ext. Ren."
"MI, Clare County","26035","Ext. Ren.","Ext. Ren."
"MI, Clinton County","26037","Ext. Ren.","Ext. Ren."
"MI, Crawford County","26039","Ext. Ren.","Ext. Ren."
"MI, Delta County","26041","LREC","Ext. Ren."
"MI, Dickinson County","26043","LREC","IE & RFA"
"MI, Eaton County","26045","Ext. Ren.","Ext. Ren."
"MI, Emmet County","26047","Ext. Ren.","Ext. Ren."
"MI, Genesee County","26049","Ext. Ren.","Ext. Ren."
"MI, Gladwin County","26051","LREC","Ext. Ren."
"MI, Gogebic County","26053","LREC","Ext. Ren."
"MI, Grand Traverse County","26055","Ext. Ren.","Ext. Ren."
"MI, Gratiot County","26057","Ext. Ren.","Ext. Ren."
"MI, Hillsdale County","26059","Ext. Ren.","Ext. Ren."
"MI, Houghton County","26061","LREC","Ext. Ren."
"MI, Huron County","26063","Ext. Ren.","Ext. Ren."
"MI, Ingham County","26065","Ext. Ren.","Ext. Ren."
"MI, Ionia County","26067","Ext. Ren.","Ext. Ren."
"MI, Iosco County","26069","LREC","Ext. Ren."
"MI, Iron County","26071","LREC","Ext. Ren."
"MI, Isabella County","26073","Ext. Ren.","Ext. Ren."
"MI, Jackson County","26075","Ext. Ren.","Ext. Ren."
"MI, Kalamazoo County","26077","Ext. Ren.","Ext. Ren."
"MI, Kalkaska County","26079","LREC","Ext. Ren."
"MI, Kent County","26081","Ext. Ren.","Ext. Ren."
"MI, Keweenaw County","26083","LREC",NA
"MI, Lake County","26085","Ext. Ren.","Ext. Ren."
"MI, Lapeer County","26087","Ext. Ren.","Ext. Ren."
"MI, Leelanau County","26089","Ext. Ren.","Ext. Ren."
"MI, Lenawee County","26091","Ext. Ren.","Ext. Ren."
"MI, Livingston County","26093","Ext. Ren.","Ext. Ren."
"MI, Luce County","26095","Ext. Ren.","Ext. Ren."
"MI, Mackinac County","26097","LREC","Ext. Ren."
"MI, Macomb County","26099","Ext. Ren.","Ext. Ren."
"MI, Manistee County","26101","Ext. Ren.","Ext. Ren."
"MI, Marquette County","26103","LREC","Ext. Ren."
"MI, Mason County","26105","Ext. Ren.","Ext. Ren."
"MI, Mecosta County","26107","Ext. Ren.","Ext. Ren."
"MI, Menominee County","26109","LREC","Ext. Ren."
"MI, Midland County","26111","Ext. Ren.","Ext. Ren."
"MI, Missaukee County","26113","Ext. Ren.","Ext. Ren."
"MI, Monroe County","26115","Ext. Ren.","Ext. Ren."
"MI, Montcalm County","26117","Ext. Ren.","Ext. Ren."
"MI, Montmorency County","26119","Ext. Ren.","Ext. Ren."
"MI, Muskegon County","26121","Ext. Ren.","Ext. Ren."
"MI, Newaygo County","26123","Ext. Ren.","Ext. Ren."
"MI, Oakland County","26125","Ext. Ren.","Ext. Ren."
"MI, Oceana County","26127","LREC","Ext. Ren."
"MI, Ogemaw County","26129","Ext. Ren.","Ext. Ren."
"MI, Ontonagon County","26131","LREC","Ext. Ren."
"MI, Osceola County","26133","Ext. Ren.","Ext. Ren."
"MI, Oscoda County","26135","LREC","Ext. Ren."
"MI, Otsego County","26137","Ext. Ren.","Ext. Ren."
"MI, Ottawa County","26139","Ext. Ren.","Ext. Ren."
"MI, Presque Isle County","26141","Ext. Ren.","Ext. Ren."
"MI, Roscommon County","26143","Ext. Ren.","Ext. Ren."
"MI, Saginaw County","26145","Ext. Ren.","Ext. Ren."
"MI, Sanilac County","26151","Ext. Ren.","Ext. Ren."
"MI, Schoolcraft County","26153","LREC","IE & RFA"
"MI, Shiawassee County","26155","Ext. Ren.","Ext. Ren."
"MI, St. Clair County","26147","Ext. Ren.","Ext. Ren."
"MI, St. Joseph County","26149","Ext. Ren.","Ext. Ren."
"MI, Tuscola County","26157","Ext. Ren.","Ext. Ren."
"MI, Van Buren County","26159","Ext. Ren.","Ext. Ren."
"MI, Washtenaw County","26161","Ext. Ren.","Ext. Ren."
"MI, Wayne County","26163","Ext. Ren.","Ext. Ren."
"MI, Wexford County","26165","Ext. Ren.","Ext. Ren."
"MN, Aitkin County","27001","Ext. Ren.","Ext. Ren."
"MN, Anoka County","27003","LREC","Ext. Ren."
"MN, Becker County","27005","LREC","Ext. Ren."
"MN, Beltrami County","27007","LREC","Ext. Ren."
"MN, Benton County","27009","LREC","Ext. Ren."
"MN, Big Stone County","27011","Ext. Ren.","Ext. Ren."
"MN, Blue Earth County","27013","LREC","Ext. Ren."
"MN, Brown County","27015","LREC","Ext. Ren."
"MN, Carlton County","27017","LREC","Ext. Ren."
"MN, Carver County","27019","LREC","Ext. Ren."
"MN, Chippewa County","27023","Ext. Ren.","Ext. Ren."
"MN, Chisago County","27025","LREC","Ext. Ren."
"MN, Clay County","27027","LREC","Ext. Ren."
"MN, Clearwater County","27029","Ext. Ren.","Ext. Ren."
"MN, Cook County","27031","Ext. Ren.","Ext. Ren."
"MN, Cottonwood County","27033","Ext. Ren.","Ext. Ren."
"MN, Crow Wing County","27035","LREC","Ext. Ren."
"MN, Dakota County","27037","LREC","Ext. Ren."
"MN, Dodge County","27039","LREC","Ext. Ren."
"MN, Douglas County","27041","LREC","Ext. Ren."
"MN, Faribault County","27043","LREC","Ext. Ren."
"MN, Fillmore County","27045","Ext. Ren.","Ext. Ren."
"MN, Freeborn County","27047","LREC","Ext. Ren."
"MN, Goodhue County","27049","LREC","Ext. Ren."
"MN, Grant County","27051","LREC","Ext. Ren."
"MN, Hennepin County","27053","LREC","Ext. Ren."
"MN, Houston County","27055","LREC","Ext. Ren."
"MN, Hubbard County","27057","LREC",NA
"MN, Isanti County","27059","LREC","Ext. Ren."
"MN, Itasca County","27061","LREC","Ext. Ren."
"MN, Jackson County","27063","LREC","Ext. Ren."
"MN, Kanabec County","27065","LREC","Ext. Ren."
"MN, Kandiyohi County","27067","LREC","Ext. Ren."
"MN, Kittson County","27069","Ext. Ren.","Ext. Ren."
"MN, Koochiching County","27071","LREC","Ext. Ren."
"MN, Lac qui Parle County","27073","LREC","Ext. Ren."
"MN, Lake County","27075","LREC","Ext. Ren."
"MN, Lake of the Woods County","27077","LREC","Ext. Ren."
"MN, Le Sueur County","27079","LREC","Ext. Ren."
"MN, Lincoln County","27081","LREC","Ext. Ren."
"MN, Lyon County","27083","Ext. Ren.","Ext. Ren."
"MN, Mahnomen County","27087","LREC","Ext. Ren."
"MN, Marshall County","27089","Ext. Ren.","Ext. Ren."
"MN, Martin County","27091","LREC","Ext. Ren."
"MN, McLeod County","27085","LREC","Ext. Ren."
"MN, Meeker County","27093","Ext. Ren.","Ext. Ren."
"MN, Mille Lacs County","27095","LREC","Ext. Ren."
"MN, Morrison County","27097","LREC","Ext. Ren."
"MN, Mower County","27099","LREC","Ext. Ren."
"MN, Murray County","27101","LREC","Ext. Ren."
"MN, Nicollet County","27103","LREC","Ext. Ren."
"MN, Nobles County","27105","LREC","IE & RFA"
"MN, Norman County","27107","LREC","Ext. Ren."
"MN, Olmsted County","27109","LREC","Ext. Ren."
"MN, Otter Tail County","27111","LREC","Ext. Ren."
"MN, Pennington County","27113","LREC",NA
"MN, Pine County","27115","LREC","Ext. Ren."
"MN, Pipestone County","27117","LREC","Ext. Ren."
"MN, Polk County","27119","LREC","Ext. Ren."
"MN, Pope County","27121","LREC","Ext. Ren."
"MN, Ramsey County","27123","LREC","Ext. Ren."
"MN, Red Lake County","27125","Ext. Ren.","Ext. Ren."
"MN, Redwood County","27127","LREC","Ext. Ren."
"MN, Renville County","27129","LREC","Ext. Ren."
"MN, Rice County","27131","LREC","Ext. Ren."
"MN, Rock County","27133","LREC","Ext. Ren."
"MN, Roseau County","27135","LREC","Ext. Ren."
"MN, Scott County","27139","LREC","Ext. Ren."
"MN, Sherburne County","27141","LREC","Ext. Ren."
"MN, Sibley County","27143","LREC","Ext. Ren."
"MN, St. Louis County","27137","LREC","Ext. Ren."
"MN, Stearns County","27145","LREC","Ext. Ren."
"MN, Steele County","27147","Ext. Ren.","Ext. Ren."
"MN, Stevens County","27149","LREC","Ext. Ren."
"MN, Swift County","27151","LREC","Ext. Ren."
"MN, Todd County","27153","LREC","Ext. Ren."
"MN, Traverse County","27155","Ext. Ren.","Ext. Ren."
"MN, Wabasha County","27157","Ext. Ren.","Ext. Ren."
"MN, Wadena County","27159","Ext. Ren.","Ext. Ren."
"MN, Waseca County","27161","LREC","Ext. Ren."
"MN, Washington County","27163","LREC","Ext. Ren."
"MN, Watonwan County","27165","Ext. Ren.","Ext. Ren."
"MN, Wilkin County","27167","LREC","Ext. Ren."
"MN, Winona County","27169","LREC","Ext. Ren."
"MN, Wright County","27171","LREC","Ext. Ren."
"MN, Yellow Medicine County","27173","Ext. Ren.","Ext. Ren."
"MO, Adair County","29001","LREC",NA
"MO, Andrew County","29003","LREC","Ext. Ren."
"MO, Atchison County","29005","LREC","Ext. Ren."
"MO, Audrain County","29007","LREC","Ext. Ren."
"MO, Barry County","29009","LREC","Ext. Ren."
"MO, Barton County","29011","LREC","Ext. Ren."
"MO, Bates County","29013","LREC","Ext. Ren."
"MO, Benton County","29015","LREC","Ext. Ren."
"MO, Bollinger County","29017","LREC","Ext. Ren."
"MO, Boone County","29019","LREC","Ext. Ren."
"MO, Buchanan County","29021","LREC","Ext. Ren."
"MO, Butler County","29023","LREC","IE & RFA"
"MO, Caldwell County","29025","LREC","Ext. Ren."
"MO, Callaway County","29027","LREC","Ext. Ren."
"MO, Camden County","29029","LREC","Ext. Ren."
"MO, Cape Girardeau County","29031","LREC","Ext. Ren."
"MO, Carroll County","29033","LREC","Ext. Ren."
"MO, Carter County","29035","LREC","Ext. Ren."
"MO, Cass County","29037","LREC","Ext. Ren."
"MO, Cedar County","29039","LREC","Ext. Ren."
"MO, Chariton County","29041","LREC","IE & RFA"
"MO, Christian County","29043","LREC","Ext. Ren."
"MO, Clark County","29045","LREC","Ext. Ren."
"MO, Clay County","29047","LREC","Ext. Ren."
"MO, Clinton County","29049","LREC","Ext. Ren."
"MO, Cole County","29051","LREC","Ext. Ren."
"MO, Cooper County","29053","LREC","Ext. Ren."
"MO, Crawford County","29055","LREC","Ext. Ren."
"MO, Dade County","29057","LREC","Ext. Ren."
"MO, Dallas County","29059","LREC","Ext. Ren."
"MO, Daviess County","29061","LREC","Ext. Ren."
"MO, DeKalb County","29063","LREC","Ext. Ren."
"MO, Dent County","29065","LREC","Ext. Ren."
"MO, Douglas County","29067","LREC","Ext. Ren."
"MO, Dunklin County","29069","LREC","Ext. Ren."
"MO, Franklin County","29071","LREC","Ext. Ren."
"MO, Gasconade County","29073","LREC",NA
"MO, Gentry County","29075","LREC","Ext. Ren."
"MO, Greene County","29077","LREC","Ext. Ren."
"MO, Grundy County","29079","LREC","Ext. Ren."
"MO, Harrison County","29081","LREC","Ext. Ren."
"MO, Henry County","29083","LREC","Ext. Ren."
"MO, Hickory County","29085","LREC","Ext. Ren."
"MO, Holt County","29087","LREC","Ext. Ren."
"MO, Howard County","29089","LREC",NA
"MO, Howell County","29091","LREC","Ext. Ren."
"MO, Iron County","29093","LREC","Ext. Ren."
"MO, Jackson County","29095","LREC","Ext. Ren."
"MO, Jasper County","29097","LREC","Ext. Ren."
"MO, Jefferson County","29099","LREC","Ext. Ren."
"MO, Johnson County","29101","LREC","Ext. Ren."
"MO, Knox County","29103","LREC","IE & RFA"
"MO, Laclede County","29105","LREC","Ext. Ren."
"MO, Lafayette County","29107","LREC","Ext. Ren."
"MO, Lawrence County","29109","LREC","Ext. Ren."
"MO, Lewis County","29111","LREC",NA
"MO, Lincoln County","29113","LREC","Ext. Ren."
"MO, Linn County","29115","LREC","Ext. Ren."
"MO, Livingston County","29117","LREC","Ext. Ren."
"MO, Macon County","29121","LREC","Ext. Ren."
"MO, Madison County","29123","LREC","Ext. Ren."
"MO, Maries County","29125","LREC","Ext. Ren."
"MO, Marion County","29127","LREC","Ext. Ren."
"MO, McDonald County","29119","LREC","Ext. Ren."
"MO, Mercer County","29129","LREC","Ext. Ren."
"MO, Miller County","29131","LREC","Ext. Ren."
"MO, Mississippi County","29133","LREC","Ext. Ren."
"MO, Moniteau County","29135","LREC","Ext. Ren."
"MO, Monroe County","29137","LREC",NA
"MO, Montgomery County","29139","LREC","High-TO"
"MO, Morgan County","29141","LREC","Ext. Ren."
"MO, New Madrid County","29143","LREC","Ext. Ren."
"MO, Newton County","29145","LREC","Ext. Ren."
"MO, Nodaway County","29147","LREC","Ext. Ren."
"MO, Oregon County","29149","LREC","Ext. Ren."
"MO, Osage County","29151","LREC","Ext. Ren."
"MO, Ozark County","29153","LREC","Ext. Ren."
"MO, Pemiscot County","29155","LREC","Ext. Ren."
"MO, Perry County","29157","LREC","Ext. Ren."
"MO, Pettis County","29159","LREC","Ext. Ren."
"MO, Phelps County","29161","LREC","Ext. Ren."
"MO, Pike County","29163","LREC","Ext. Ren."
"MO, Platte County","29165","LREC","Ext. Ren."
"MO, Polk County","29167","LREC","Ext. Ren."
"MO, Pulaski County","29169","LREC","Ext. Ren."
"MO, Putnam County","29171","LREC","Ext. Ren."
"MO, Ralls County","29173","LREC","Ext. Ren."
"MO, Randolph County","29175","LREC","Ext. Ren."
"MO, Ray County","29177","LREC","Ext. Ren."
"MO, Reynolds County","29179","LREC",NA
"MO, Ripley County","29181","LREC","Ext. Ren."
"MO, Saline County","29195","LREC","Ext. Ren."
"MO, Schuyler County","29197","LREC","Ext. Ren."
"MO, Scotland County","29199","LREC","Ext. Ren."
"MO, Scott County","29201","LREC","Ext. Ren."
"MO, Shannon County","29203","LREC",NA
"MO, Shelby County","29205","LREC","Ext. Ren."
"MO, St. Charles County","29183","LREC","IE & RFA"
"MO, St. Clair County","29185","LREC","Ext. Ren."
"MO, St. Francois County","29187","LREC","Ext. Ren."
"MO, St. Louis city","29510","LREC","Ext. Ren."
"MO, St. Louis County","29189","LREC","Ext. Ren."
"MO, Ste. Genevieve County","29186","LREC","Ext. Ren."
"MO, Stoddard County","29207","LREC","IE & RFA"
"MO, Stone County","29209","LREC","Ext. Ren."
"MO, Sullivan County","29211","LREC","Ext. Ren."
"MO, Taney County","29213","LREC",NA
"MO, Texas County","29215","LREC","Ext. Ren."
"MO, Vernon County","29217","LREC","Ext. Ren."
"MO, Warren County","29219","LREC","Ext. Ren."
"MO, Washington County","29221","LREC","Ext. Ren."
"MO, Wayne County","29223","LREC","Ext. Ren."
"MO, Webster County","29225","LREC","Ext. Ren."
"MO, Worth County","29227","Ext. Ren.","Ext. Ren."
"MO, Wright County","29229","LREC","Ext. Ren."
"MS, Adams County","28001","Ext. Ren.","Ext. Ren."
"MS, Alcorn County","28003","LREC","Ext. Ren."
"MS, Amite County","28005","LREC","Ext. Ren."
"MS, Attala County","28007","Ext. Ren.","Ext. Ren."
"MS, Benton County","28009","LREC","Ext. Ren."
"MS, Bolivar County","28011","Ext. Ren.","Ext. Ren."
"MS, Calhoun County","28013","LREC","Ext. Ren."
"MS, Carroll County","28015","Ext. Ren.","Ext. Ren."
"MS, Chickasaw County","28017","LREC","Ext. Ren."
"MS, Choctaw County","28019","LREC",NA
"MS, Claiborne County","28021","LREC",NA
"MS, Clarke County","28023","Ext. Ren.","Ext. Ren."
"MS, Clay County","28025","LREC","Ext. Ren."
"MS, Coahoma County","28027","Ext. Ren.","Ext. Ren."
"MS, Copiah County","28029","Ext. Ren.","Ext. Ren."
"MS, Covington County","28031","LREC","Ext. Ren."
"MS, DeSoto County","28033","Ext. Ren.","Ext. Ren."
"MS, Forrest County","28035","LREC","Ext. Ren."
"MS, Franklin County","28037","Ext. Ren.","Ext. Ren."
"MS, George County","28039","LREC","IE & RFA"
"MS, Greene County","28041","Ext. Ren.","Ext. Ren."
"MS, Grenada County","28043","Ext. Ren.","Ext. Ren."
"MS, Hancock County","28045","LREC","Ext. Ren."
"MS, Harrison County","28047","LREC","Ext. Ren."
"MS, Hinds County","28049","Ext. Ren.","Ext. Ren."
"MS, Holmes County","28051","Ext. Ren.","Ext. Ren."
"MS, Humphreys County","28053","Ext. Ren.","Ext. Ren."
"MS, Issaquena County","28055","Ext. Ren.","Ext. Ren."
"MS, Itawamba County","28057","LREC","Ext. Ren."
"MS, Jackson County","28059","LREC","Ext. Ren."
"MS, Jasper County","28061","Ext. Ren.","Ext. Ren."
"MS, Jefferson County","28063","Ext. Ren.","Ext. Ren."
"MS, Jefferson Davis County","28065","Ext. Ren.","Ext. Ren."
"MS, Jones County","28067","LREC","Ext. Ren."
"MS, Kemper County","28069","LREC","Ext. Ren."
"MS, Lafayette County","28071","LREC","Ext. Ren."
"MS, Lamar County","28073","LREC","Ext. Ren."
"MS, Lauderdale County","28075","Ext. Ren.","Ext. Ren."
"MS, Lawrence County","28077","Ext. Ren.","Ext. Ren."
"MS, Leake County","28079","Ext. Ren.","Ext. Ren."
"MS, Lee County","28081","LREC","Ext. Ren."
"MS, Leflore County","28083","LREC","Ext. Ren."
"MS, Lincoln County","28085","Ext. Ren.","Ext. Ren."
"MS, Lowndes County","28087","LREC","Ext. Ren."
"MS, Madison County","28089","LREC","IE & RFA"
"MS, Marion County","28091","LREC","Ext. Ren."
"MS, Marshall County","28093","LREC","Ext. Ren."
"MS, Monroe County","28095","LREC","Ext. Ren."
"MS, Montgomery County","28097","Ext. Ren.","Ext. Ren."
"MS, Neshoba County","28099","LREC","Ext. Ren."
"MS, Noxubee County","28103","LREC","Ext. Ren."
"MS, Oktibbeha County","28105","LREC","Ext. Ren."
"MS, Panola County","28107","Ext. Ren.","Ext. Ren."
"MS, Pearl River County","28109","Ext. Ren.","Ext. Ren."
"MS, Perry County","28111","LREC","Ext. Ren."
"MS, Pike County","28113","LREC","Ext. Ren."
"MS, Pontotoc County","28115","LREC","Ext. Ren."
"MS, Prentiss County","28117","LREC",NA
"MS, Quitman County","28119","Ext. Ren.","Ext. Ren."
"MS, Rankin County","28121","Ext. Ren.","Ext. Ren."
"MS, Scott County","28123","LREC","Ext. Ren."
"MS, Sharkey County","28125","Ext. Ren.","Ext. Ren."
"MS, Simpson County","28127","Ext. Ren.","Ext. Ren."
"MS, Smith County","28129","Ext. Ren.","Ext. Ren."
"MS, Stone County","28131","Ext. Ren.","Ext. Ren."
"MS, Sunflower County","28133","Ext. Ren.","Ext. Ren."
"MS, Tallahatchie County","28135","LREC","Ext. Ren."
"MS, Tate County","28137","Ext. Ren.","Ext. Ren."
"MS, Tippah County","28139","LREC","Ext. Ren."
"MS, Tishomingo County","28141","LREC","Ext. Ren."
"MS, Tunica County","28143","Ext. Ren.","Ext. Ren."
"MS, Union County","28145","LREC","IE & RFA"
"MS, Walthall County","28147","Ext. Ren.","Ext. Ren."
"MS, Warren County","28149","Ext. Ren.","Ext. Ren."
"MS, Washington County","28151","Ext. Ren.","Ext. Ren."
"MS, Webster County","28155","LREC","Ext. Ren."
"MS, Wilkinson County","28157","Ext. Ren.","Ext. Ren."
"MS, Winston County","28159","LREC","Ext. Ren."
"MS, Yalobusha County","28161","LREC","Ext. Ren."
"MS, Yazoo County","28163","Ext. Ren.","Ext. Ren."
"MT, Beaverhead County","30001","Ext. Ren.","Ext. Ren."
"MT, Big Horn County","30003","LREC","Ext. Ren."
"MT, Blaine County","30005","Ext. Ren.","Ext. Ren."
"MT, Broadwater County","30007","LREC","Ext. Ren."
"MT, Carbon County","30009","Ext. Ren.","Ext. Ren."
"MT, Carter County","30011","LREC","IE & RFA"
"MT, Cascade County","30013","Ext. Ren.","Ext. Ren."
