,Regular Renovation,,,,Advanced Renovation,,,,Extensive Renovation,,,
,MW,NE,S,W,MW,NE,S,W,MW,NE,S,W
<1940,3.2,3.7,3.4,4.2,4.2,4.4,4.6,6.2,5.9,6.4,6.1,9.4
1940-59,3.7,4.3,3.7,4.6,4.5,4.9,4.9,6.5,6.5,7.3,6.1,9.5
1960-79,3.1,4.0,2.5,4.1,4.6,4.7,4.6,6.5,6.7,7.5,5.8,9.4
1980-99,2.9,3.5,1.9,3.7,4.6,4.7,4.6,6.3,7.2,7.8,5.7,9.1
2000-09,2.8,3.5,2.1,3.7,4.5,5.0,4.5,5.7,6.8,8.0,5.6,8.5
2010s,1.9,4.6,2.2,3.7,4.7,5.9,4.7,5.9,7.1,9.5,6.0,8.9
